class	position	mc
pos1	940	0.03736073626213257
pos1	506	0.07158806387960882
pos1	180	0.08963503153462642
pos1	304	0.04686387933642886
pos1	304	0.06255025275790672
pos1	281	0.12109062853758379
pos1	44	0.044252922955325964
pos1	45	0.09307566559459617
pos1	450	0.05062461925574585
pos1	263	0.03261132424427493
pos1	40	0.1359374214931646
pos1	544	0.08021936307292304
pos1	36	0.08217460618358288
pos1	37	0.07611294960160588
pos1	1442	0.05102265017654834
pos1	112	0.059080352903057465
pos1	59	0.05026895673453813
pos1	183	0.06461140314940268
pos1	32	0.02728239323480719
pos1	122	0.04798086160640297
pos1	38	0.08746210301676277
pos1	95	0.20799010094671308
pos1	738	0.041040479441009275
pos1	260	0.0930439483370023
pos1	70	0.06488533032267273
pos1	675	0.03600643118357381
pos1	128	0.03776836151948019
pos1	343	0.032751933591682984
pos1	303	0.07200831391320897
pos1	295	0.055709880438757436
pos1	303	0.058519538214603616
pos1	631	0.038124308959305
pos1	93	0.03578707449800168
pos1	235	0.059024744272165926
pos1	54	0.08574411350998752
pos1	857	0.055512634560503656
pos1	183	0.05311204572262054
pos1	768	0.061454278631257
pos1	40	0.04897072872987185
pos1	258	0.04539566231973149
pos1	398	0.03855026960240419
pos1	121	0.06418050057792322
pos1	278	0.04015147854731308
pos1	149	0.13279550100237697
pos1	106	0.1582157993959524
pos1	268	0.138786368517687
pos1	355	0.16107401022835607
pos1	164	0.0639391545402452
pos1	137	0.10944311710678001
pos1	230	0.034794790987162635
pos1	391	0.03622689315094354
pos1	219	0.05184325760501074
pos1	788	0.043815510417149796
pos1	432	0.032440898212634746
pos1	56	0.037164664137655574
pos1	124	0.03966394703231079
pos1	84	0.038889738397198455
pos1	129	0.04149523952652365
pos1	94	0.07558251051131228
pos1	100	0.08223386818608397
pos1	95	0.06608858246811233
pos1	359	0.08199270038145756
pos1	82	0.04783376007703461
pos1	119	0.06531070965560985
pos1	641	0.04953046344887263
pos1	361	0.0426650783744447
pos1	42	0.07816635844117449
pos1	582	0.10646684892228152
pos1	639	0.07022730715594605
pos1	187	0.046847022113746056
pos1	127	0.07257560741975357
pos1	145	0.08711139288438174
pos1	522	0.04887270711450767
pos1	1074	0.03447078865701965
pos1	59	0.05534561277723348
pos1	684	0.03267570087921799
pos1	30	0.05454156402872298
pos1	352	0.04373464338639205
pos1	184	0.029030001886859568
pos1	300	0.05759889483227778
pos1	80	0.05526249318053202
pos1	79	0.07344845324563845
pos1	129	0.03358217624380541
pos1	231	0.03469414529508688
pos1	92	0.04033205480373522
pos1	121	0.376152372581178
pos1	83	0.06562291979408773
pos1	156	0.03308405196810975
pos1	145	0.0621791446381502
pos1	383	0.11922291766645136
pos1	434	0.03585338046700345
pos1	424	0.0617418515614927
pos1	52	0.10395241942667315
pos1	515	0.03572369266375031
pos1	144	0.066831768631321
pos1	483	0.0604069691878037
pos1	132	0.11240500368050955
pos1	70	0.05511563918176852
pos1	191	0.0592493907573417
pos1	33	0.05763774492099258
pos1	143	0.04517480462491652
pos1	44	0.14959703620335044
pos1	165	0.03574399690700073
pos1	81	0.03336021043617203
pos1	77	0.1165892109412644
pos1	72	0.057397215052734187
pos1	189	0.08242711859028837
pos1	161	0.08808578217487757
pos1	353	0.03331179088790814
pos1	85	0.037570829127135996
pos1	87	0.08733072182666289
pos1	129	0.05175390409525654
pos1	103	0.04302443698964376
pos1	306	0.038711892589922796
pos1	540	0.036319522024959285
pos1	222	0.06705272974812058
pos1	300	0.034231526479429564
pos1	905	0.03420237908562549
pos1	84	0.03188678283200682
pos1	80	0.04356726473879822
pos1	643	0.06064019718643873
pos1	88	0.11723119196813155
pos1	84	0.04388652855384004
pos1	196	0.09943029716307077
pos1	271	0.12458147661376685
pos1	448	0.05973921051822562
pos1	614	0.048582574271273514
pos1	28	0.051245343808485055
pos1	348	0.08644459047418694
pos1	206	0.07615754960605287
pos1	878	0.06581553257198415
pos1	219	0.040069615915664714
pos1	710	0.033874284143746075
pos1	109	0.07591591886696471
pos1	139	0.05977653870408398
pos1	20	0.06824841551093047
pos1	128	0.0324749304908766
pos1	216	0.07670988157884706
pos1	184	0.04123614657791807
pos1	134	0.06319810413453938
pos1	37	0.05492137176071732
pos1	360	0.04825081918827264
pos1	40	0.19283503366495738
pos1	826	0.08209463381741765
pos1	803	0.026626129480060507
pos1	1191	0.047197333542856344
pos1	160	0.03573916589015048
pos1	95	0.051663416687812436
pos1	343	0.13632351214489113
pos1	474	0.04573197914037503
pos1	42	0.046081866711362295
pos1	115	0.07514359233970831
pos1	452	0.1270339446791412
pos1	41	0.03551221529963783
pos1	920	0.031063805249411724
pos1	161	0.024214738379462242
pos1	171	0.04899518199599359
pos1	712	0.02830577028289216
pos1	171	0.15115705213811323
pos1	152	0.061713996020243946
pos1	66	0.11104126649419743
pos1	238	0.11103694277171665
pos1	203	0.055981339757666504
pos1	359	0.09234470381888173
pos1	478	0.03747070533874576
pos1	645	0.21618856837530395
pos1	80	0.13273039594745112
pos1	338	0.0707612332881495
pos1	567	0.09995990935340504
pos1	603	0.05494765772296662
pos1	66	0.06160149607601418
pos1	58	0.08419570030539647
pos1	489	0.03757340468730698
pos1	218	0.06691587138746047
pos1	106	0.14702615947313416
pos1	57	0.06509169879868622
pos1	155	0.05224714154078248
pos1	368	0.04072038028369609
pos1	94	0.08282753287160084
pos1	34	0.13469640419021936
pos1	116	0.08852326833156042
pos1	101	0.0701137853710895
pos1	413	0.03546190012215625
pos1	89	0.03170637615404168
pos1	258	0.02979201531291119
pos1	373	0.07373805156180159
pos1	470	0.1329261488039094
pos1	565	0.12033096110377782
pos1	169	0.047366251360393165
pos1	51	0.28748648376450603
pos1	802	0.053524136968038954
pos1	68	0.18194319918787002
pos1	230	0.05580640708659421
pos1	1173	0.037651285056207774
pos1	144	0.05050530399544826
pos1	65	0.038205989546603224
pos1	109	0.03090729325321634
pos1	31	0.1224719231684059
pos1	152	0.04842233429199664
pos1	60	0.21308011068753563
pos1	47	0.10503576660636822
pos1	79	0.08858829044037868
pos1	84	0.12776777728641367
pos1	146	0.06485258111710303
pos1	22	0.03944826324429724
pos1	61	0.04900946549656087
pos1	39	0.11977261434985047
pos1	134	0.06819805053925813
pos1	29	0.05767676906168568
pos1	131	0.0836293792435084
pos1	63	0.04497520517201865
pos1	111	0.05642144914290028
pos1	62	0.08508976528510685
pos1	305	0.042472957449199135
pos1	99	0.08619990895749048
pos1	20	0.032418289626389776
pos1	446	0.06864501016826056
pos1	82	0.10601212453715586
pos1	61	0.18350318316114048
pos1	163	0.03337814821622418
pos1	183	0.24000498110253124
pos1	198	0.05862099673542325
pos1	312	0.08581101987970167
pos1	241	0.06495174222193231
pos1	72	0.11392010099043788
pos1	76	0.09426651688727904
pos1	78	0.03859326982424919
pos1	150	0.13968768457986472
pos1	1671	0.029003287157617356
pos1	71	0.04935177856042943
pos1	180	0.01690549669638941
pos1	134	0.04612131204933745
pos1	78	0.14001882732352702
pos1	187	0.03712043248807214
pos1	160	0.0991911251159981
pos1	76	0.08306643464650061
pos1	100	0.059069225462725305
pos1	183	0.11855835171239966
pos1	513	0.06697127236428484
pos1	371	0.03927238081042185
pos1	327	0.048714179537437036
pos1	88	0.08253251368833585
pos1	88	0.044930745827839534
pos1	740	0.03955230656779888
pos1	24	0.09679281669688013
pos1	345	0.044109110644227616
pos1	79	0.05471551978938066
pos1	310	0.053132825911104874
pos1	74	0.06943276254598528
pos1	457	0.08314948142489433
pos1	293	0.0884547392479803
pos1	175	0.05503205756624389
pos1	2398	0.0416746660932786
pos1	143	0.09009174072179617
pos1	150	0.07858162170127216
pos1	82	0.037579751717866046
pos1	57	0.17967434483569403
pos1	80	0.06821788998248028
pos1	26	0.16071078709116624
pos1	401	0.04073791596691558
pos1	679	0.1422339969798613
pos1	162	0.037793333988247885
pos1	921	0.036383565502601044
pos1	83	0.08594088448578836
pos1	236	0.03552245317701374
pos1	242	0.03379552974646075
pos1	270	0.06319081960747551
pos1	465	0.052462960662457425
pos1	220	0.052653886980511246
pos1	136	0.07691692495657984
pos1	23	0.074960320266322
pos1	99	0.03804327954226321
pos1	178	0.08197198156279366
pos1	203	0.10629472441484585
pos1	32	0.046102030949739116
pos1	131	0.2395942907302565
pos1	160	0.026211872763675575
pos1	50	0.05475147203880612
pos1	172	0.20979057776224094
pos1	401	0.06292863220611299
pos1	63	0.11872521636358996
pos1	340	0.05604912901581383
pos1	388	0.03322002597205601
pos1	691	0.09351288151438031
pos1	98	0.04867205496974947
pos1	919	0.03471447145219549
pos1	1644	0.07122506051519123
pos1	25	0.06653219068623874
pos1	118	0.03895949675050236
pos1	2587	0.0385404328690942
pos1	314	0.10477430250290147
pos1	152	0.061085926970488584
pos1	190	0.04172955597712249
pos1	808	0.09498465309220001
pos1	222	0.14915907586708657
pos1	107	0.11233166256792759
pos1	39	0.05138795618578527
pos1	189	0.030590441262008983
pos1	257	0.02923818212542013
pos1	334	0.07077293988062909
pos1	47	0.0352378250344138
pos1	233	0.053207419807666585
pos1	271	0.06324916336648885
pos1	434	0.0240330288856689
pos1	774	0.12584980894888934
pos1	257	0.08866381947773978
pos1	254	0.03205192889447065
pos1	271	0.028772196026744093
pos1	71	0.11829130871456346
pos1	168	0.053843790851272944
pos1	240	0.08843234862368121
pos1	142	0.12970415557319961
pos1	254	0.039160478253950894
pos1	57	0.04934134109376048
pos1	25	0.032283610055674365
pos1	546	0.05090191169390035
pos1	59	0.07146702785495833
pos1	106	0.034325548287103345
pos1	39	0.08812146590816618
pos1	40	0.10836572756928671
pos1	492	0.04399219220822297
pos1	175	0.13449074023747049
pos1	96	0.07720161180323486
pos1	360	0.05423356218747586
pos1	1396	0.12317785198305777
pos1	43	0.029070177795068947
pos1	585	0.04527700207811699
pos1	174	0.05846992911282254
pos1	475	0.03247227164702692
pos1	176	0.07127010577113072
pos1	100	0.045657766747475355
pos1	78	0.05858209572957121
pos1	176	0.03382799084530533
pos1	401	0.06397194145165039
pos1	175	0.05086727948249837
pos1	149	0.3886269961656243
pos1	728	0.07019677584602467
pos1	121	0.03999871579266313
pos1	191	0.062478642837920394
pos1	45	0.07046514055960916
pos1	136	0.06937377287091963
pos1	187	0.04844473267100993
pos1	493	0.12545962056427398
pos1	41	0.06400195337884683
pos1	433	0.03463061299551549
pos1	177	0.08522738557006122
pos1	598	0.05077637620930311
pos1	309	0.04042166664211169
pos1	92	0.07038884202331848
pos1	1664	0.03699246628464503
pos1	191	0.052921877940223426
pos1	354	0.04164489123624049
pos1	573	0.04091841707191111
pos1	75	0.11533926742905692
pos1	342	0.03305096115023908
pos1	716	0.059309745023105036
pos1	29	0.03999553870385864
pos1	73	0.2704123775259605
pos1	185	0.04172472481546755
pos1	93	0.0631356605245895
pos1	108	0.08257224135932814
pos1	160	0.08676041871430971
pos1	149	0.14388306111989868
pos1	144	0.050456568704844794
pos1	1185	0.04117600174669856
pos1	279	0.07642806545914402
pos1	200	0.05525882626497416
pos1	138	0.04901224429206812
pos1	64	0.20782837573255852
pos1	92	0.034966619625395975
pos1	580	0.055764184963483045
pos1	47	0.2045596359214307
pos1	109	0.04859242210489786
pos1	635	0.03636871893923602
pos1	44	0.05062973305271479
pos1	768	0.054664310099874346
pos1	226	0.054840024403122745
pos1	130	0.06326926041053675
pos1	343	0.03324739427215132
pos1	561	0.03056337203191163
pos1	24	0.05717437859759065
pos1	970	0.029854373786303495
pos1	137	0.027858899681911364
pos1	560	0.12453969333563279
pos1	455	0.055450372484314274
pos1	104	0.10394446892257769
pos1	124	0.044233141488362326
pos1	39	0.044344929909921095
pos1	666	0.11589119724037926
pos1	700	0.073996170980867
pos1	60	0.04594344634141354
pos1	177	0.04051750871529402
pos1	563	0.04754356369327791
pos1	289	0.048344518801917986
pos1	468	0.027508572883484756
pos1	207	0.08834502689182862
pos1	178	0.15937396376076146
pos1	132	0.043946386223338026
pos1	342	0.037590412387997395
pos1	391	0.027892840306564776
pos1	64	0.04311667205657113
pos1	380	0.0397802379122284
pos1	209	0.016895361045649312
pos1	162	0.04039776719627668
pos1	106	0.06245646784244835
pos1	1494	0.06704688985936327
pos1	257	0.041292868397889204
pos1	737	0.04166402331342437
pos1	116	0.13555143550886925
pos1	256	0.04558477265112756
pos1	147	0.09146867999139252
pos1	128	0.04080492275741373
pos1	34	0.06767994163366496
pos1	115	0.04930995244261977
pos1	609	0.039473684210526314
pos1	41	0.19339989424177131
pos1	78	0.05331849127534186
pos1	93	0.07845216782709664
pos1	33	0.10623953569866174
pos1	415	0.06464894247787921
pos1	103	0.11257660918768282
pos1	129	0.025809274063515023
pos1	421	0.03728962613428283
pos1	467	0.07962863345015514
pos1	82	0.03879332999294489
pos1	59	0.03895689291977329
pos1	2399	0.04456140929179567
pos1	739	0.03917543772160511
pos1	177	0.11584684597670934
pos1	168	0.05821881736697818
pos1	622	0.06775948444532588
pos1	101	0.03427477550952961
pos1	153	0.23917266493040326
pos1	672	0.05799792454207886
pos1	65	0.08933548638650972
pos1	35	0.0808533700167997
pos1	176	0.11487071639591158
pos1	195	0.04100583540642076
pos1	138	0.06621171229095463
pos1	72	0.10344325083683176
pos1	263	0.047714622765103805
pos1	201	0.03948664260670801
pos1	181	0.021160340037530267
pos1	195	0.09984474544417306
pos1	307	0.055413798170663546
pos1	146	0.040985603973715014
pos1	361	0.1049761220701117
pos1	190	0.03572872020613956
pos1	79	0.07009380495753949
pos1	818	0.06849528579280371
pos1	31	0.10626498216200692
pos1	286	0.04772595705930429
pos1	99	0.03980415847664708
pos1	146	0.05009798912845869
pos1	411	0.06489009248508142
pos1	83	0.031070113046139877
pos1	43	0.04709909384518221
pos1	519	0.03348811405676762
pos1	99	0.19821959263073619
pos1	205	0.05402803877463061
pos1	701	0.3789038140615184
pos1	286	0.10383718184604836
pos1	583	0.05506397785371998
pos1	438	0.032495480881541014
pos1	42	0.04558301539887464
pos1	64	0.04555339856910428
pos1	115	0.03167345665490597
pos1	34	0.041609091542671735
pos1	166	0.14724438573966828
pos1	1059	0.03560914986105259
pos1	219	0.16655054505983843
pos1	122	0.07726096692974103
pos1	92	0.05758649278203625
pos1	120	0.08223902776142564
pos1	103	0.13549679250023589
pos1	86	0.059967063797906374
pos1	202	0.06314388376609377
pos1	257	0.031024435540314452
pos1	528	0.030496699416120644
pos1	173	0.04657911549039271
pos1	175	0.105934930270905
pos1	510	0.07873215944050306
pos1	1280	0.04722227594790179
pos1	319	0.0956182567135454
pos1	62	0.05447237007344585
pos1	720	0.044817463608726994
pos1	263	0.07155195841400804
pos1	59	0.06476132143259485
pos1	465	0.040607554301935626
pos1	602	0.03800556471397839
pos1	51	0.038736284523352184
pos1	226	0.06083545768741976
pos1	303	0.0726273133679542
pos1	62	0.12972898919437983
pos1	657	0.04560590356444274
pos1	83	0.0570609715179507
pos1	1744	0.07785939061399928
pos1	73	0.135217288663013
pos1	159	0.035500274157960594
pos1	540	0.05349439736827788
pos1	140	0.04846028457735446
pos1	56	0.0394146518130788
pos1	460	0.07173712645418302
pos1	360	0.10547903287462264
pos1	78	0.06041813489651244
pos1	823	0.0365977256347926
pos1	585	0.03843140727098653
pos1	39	0.20414363381125344
pos1	111	0.25383511406824977
pos1	22	0.05200351900024377
pos1	49	0.06570339130968282
pos1	242	0.043082816423670706
pos1	217	0.041198031815739576
pos1	755	0.06354750230143423
pos1	86	0.08200420301080442
pos1	261	0.11336217461598132
pos1	93	0.07444092758071082
pos1	269	0.041197296251545584
pos1	38	0.057794445160745785
pos1	357	0.046691688482824845
pos1	20	0.07381661665016152
pos1	422	0.08877376313925633
pos1	447	0.09424677069027998
pos1	60	0.03310575427885821
pos1	97	0.056090566810633714
pos1	55	0.07589177758198164
pos1	247	0.05782930903060977
pos1	204	0.03393677593266549
pos1	146	0.08199007593497122
pos1	318	0.07730543032287636
pos1	82	0.14812545717052578
pos1	40	0.08899530908014408
pos1	144	0.11379012940633766
pos1	74	0.030170840115362123
pos1	24	0.0732523053397157
pos1	184	0.047170539935978924
pos1	438	0.04186869589431782
pos1	139	0.03542368926014724
pos1	440	0.08977369725179025
pos1	236	0.11981932995090772
pos1	230	0.057813382232622966
pos1	176	0.08844444764782156
pos1	255	0.09450571541667004
pos1	178	0.13907474492155464
pos1	288	0.08116025954156851
pos1	33	0.05062535861855081
pos1	138	0.029223223530367107
pos1	91	0.03974988438541851
pos1	41	0.05714247820583838
pos1	375	0.04094496973761691
pos1	47	0.13381339631636588
pos1	662	0.08868023279400798
pos1	107	0.02227666382778141
pos1	31	0.0680459365316813
pos1	261	0.05916177242849002
pos1	255	0.05911274441966405
pos1	357	0.06232952531770347
pos1	314	0.0845093560829094
pos1	73	0.038466381572140794
pos1	80	0.12976451246452986
pos1	182	0.16077240952291316
pos1	110	0.09472148694236737
pos1	80	0.08217250183493034
pos1	506	0.047436197957254865
pos1	73	0.35516083992213127
pos1	330	0.039481920168269014
pos1	107	0.05395281637697829
pos1	533	0.09306280087013728
pos1	56	0.0548430246216157
pos1	263	0.038470084903196373
pos1	76	0.04081981523126866
pos1	202	0.046277446025497354
pos1	76	0.055246816481137995
pos1	236	0.04384607699703565
pos1	375	0.05300724306818778
pos1	47	0.0828826988814911
pos1	227	0.31030033869578383
pos1	581	0.09699145745452387
pos1	404	0.03224320762284297
pos1	110	0.0524346751362803
pos1	34	0.06694917711904919
pos1	195	0.03461777250534595
pos1	1260	0.13787736237833614
pos1	45	0.1291405709415242
pos1	372	0.07710494636845991
pos1	138	0.10986248531239025
pos1	316	0.048522192800319774
pos1	72	0.03846195257972087
pos1	229	0.09677956126152239
pos1	168	0.06307430183316107
pos1	58	0.07288103201534196
pos1	263	0.10289142950400736
pos1	386	0.031453492726707194
pos1	236	0.07001249781405354
pos1	123	0.039727304559870454
pos1	1466	0.06833402285771671
pos1	1468	0.05943424529828154
pos1	466	0.04354022042589556
pos1	251	0.04681668695466459
pos1	192	0.08560367646159218
pos1	106	0.09801426109480442
pos1	79	0.049482943308815815
pos1	423	0.06880022942661179
pos1	37	0.12030273728783104
pos1	125	0.0441751475589919
pos1	45	0.0446993392646867
pos1	118	0.04852594242432756
pos1	704	0.06619685839553642
pos1	73	0.028974311572687126
pos1	190	0.05843287036366404
pos1	139	0.10087967797178664
pos1	623	0.03291806321863379
pos1	32	0.06487970988672856
pos1	162	0.06762443192093708
pos1	84	0.08141285506669733
pos1	433	0.04591490025127284
pos1	78	0.11164313387786368
pos1	41	0.08130858693441108
pos1	202	0.07063484237279057
pos1	449	0.02776354549751359
pos1	316	0.08333917513254856
pos1	24	0.059157739666341747
pos1	59	0.05359202947799111
pos1	193	0.2672548991468277
pos1	115	0.09384069511128346
pos1	271	0.04147276094733365
pos1	105	0.031089561283399927
pos1	140	0.05358819889849898
pos1	27	0.061368749911760744
pos1	640	0.062538358902147
pos1	77	0.033416559230067394
pos1	207	0.064733159066634
pos1	119	0.09700579896662388
pos1	234	0.03289732378421266
pos1	419	0.04431346988337815
pos1	551	0.23483143558120098
pos1	152	0.08264394289293603
pos1	110	0.05985862168558731
pos1	186	0.18318864605846394
pos1	628	0.08953558497614993
pos1	114	0.06141557732729893
pos1	149	0.0500656120763635
pos1	26	0.040612230241968424
pos1	27	0.053659753077568116
pos1	483	0.06538327564528336
pos1	45	0.01987827566335147
pos1	356	0.03568442928995985
pos1	239	0.037165263913323456
pos1	241	0.04456452862154866
pos1	78	0.0348145362762863
pos1	48	0.0941204691727175
pos1	521	0.05551478835308826
pos1	669	0.04423052734975464
pos1	21	0.33009037452859974
pos1	23	0.14408806802806703
pos1	75	0.07952547694367891
pos1	315	0.09876210490271979
pos1	62	0.04072923438975947
pos1	115	0.07907876746615543
pos1	65	0.141937926534954
pos1	181	0.050646622654626626
pos1	257	0.06673817444510706
pos1	126	0.05310937843645874
pos1	473	0.10990972971876208
pos1	161	0.06753367233862548
pos1	1147	0.11313841996716617
pos1	476	0.040402174427406234
pos1	36	0.07564843381843138
pos1	91	0.0650129701785092
pos1	49	0.04406774589761007
pos1	127	0.0329285130113157
pos1	347	0.031100729082645374
pos1	131	0.0741243406074723
pos1	53	0.04220277224513608
pos1	81	0.0346000046011232
pos1	200	0.08754454533558882
pos1	36	0.031283843121000736
pos1	76	0.05962364940834342
pos1	701	0.08822192027318217
pos1	26	0.262790936309661
pos1	594	0.049862480313772606
pos1	25	0.1460977836640983
pos1	83	0.030313558337830254
pos1	127	0.07235526853243457
pos1	372	0.1003691928049616
pos1	118	0.04062135831113917
pos1	37	0.0478218664589326
pos1	210	0.17329731506828516
pos1	32	0.05861677310107996
pos1	613	0.06409282378267421
pos1	61	0.04557629108100101
pos1	31	0.03660288197406452
pos1	303	0.045129227327592565
pos1	33	0.04605139861921607
pos1	228	0.04183568778489705
pos1	558	0.054488326922467335
pos1	668	0.032884510764402276
pos1	352	0.08217606893713664
pos1	354	0.06114742528432818
pos1	171	0.07674918195818754
pos1	639	0.03430277690952539
pos1	39	0.11009084789681167
pos1	119	0.02952395815183549
pos1	80	0.03844910019396248
pos1	297	0.08675346441853736
pos1	148	0.04769745284338477
pos1	45	0.03523553214483099
pos1	252	0.05733850432204807
pos1	110	0.04065760198844939
pos1	48	0.11387123784089488
pos1	307	0.11458888116799604
pos1	117	0.08475195856329792
pos1	95	0.06806423637453635
pos1	38	0.0390089747123829
pos1	266	0.0610931561870594
pos1	95	0.16016241383935256
pos1	52	0.08694908779520771
pos1	476	0.042493700992291224
pos1	42	0.047179328005934044
pos1	136	0.13555294192980857
pos1	92	0.11980632628694284
pos1	48	0.0700752892481997
pos1	404	0.04623410839779978
pos1	28	0.07181105193291795
pos1	39	0.03808830838610546
pos1	40	0.08727907055401181
pos1	125	0.07068250532336663
pos1	241	0.04686105230223744
pos1	611	0.04196206485893509
pos1	354	0.042725503440381535
pos1	272	0.02215236765561787
pos1	114	0.035863411157864365
pos1	414	0.09003151759593335
pos1	580	0.03459293506017968
pos1	72	0.04733563812953336
pos1	778	0.12478707840142096
pos1	199	0.044643270215369714
pos1	105	0.03889649703226993
pos1	61	0.07162597783455889
pos1	102	0.03580436128787629
pos1	22	0.11476209185678
pos1	333	0.10393889508964575
pos1	377	0.04408466015154779
pos1	616	0.047435682373141136
pos1	872	0.06768121480843191
pos1	133	0.06279279611650364
pos1	537	0.042941403827600845
pos1	74	0.028918107692535205
pos1	100	0.05180444297902694
pos1	216	0.088719556925262
pos1	80	0.16867714991816699
pos1	62	0.0695174191546152
pos1	525	0.12159087521960026
pos1	472	0.07065161018498939
pos1	23	0.06857903792686447
pos1	61	0.041459041354654336
pos1	414	0.1357781533755524
pos1	136	0.07299249269129576
pos1	51	0.04417324653076548
pos1	49	0.048298899690087604
pos1	460	0.08110534709623536
pos1	169	0.04646215338700264
pos1	275	0.11161686362250174
pos1	63	0.08120945544336382
pos1	106	0.05369790600044675
pos1	229	0.08983266653606882
pos1	61	0.030475253415860156
pos1	591	0.07653914947780237
pos1	1193	0.039427789700446164
pos1	89	0.0830312523939067
pos1	807	0.0727633637285749
pos1	318	0.12155536032428466
pos1	510	0.09078302882223299
pos1	588	0.0760943922303274
pos1	514	0.09918133891243851
pos1	353	0.041511018830091444
pos1	278	0.03198887705385316
pos1	35	0.050420139171885876
pos1	55	0.04276248115389025
pos1	173	0.06318332796629894
pos1	88	0.06430732841790224
pos1	30	0.029231694792615014
pos1	357	0.05882721511589146
pos1	331	0.04218998178681496
pos1	463	0.062163303274093494
pos1	113	0.09935370416827939
pos1	28	0.11327393327975517
pos1	47	0.06633210182924848
pos1	232	0.05471801244833537
pos1	109	0.04487770445468713
pos1	28	0.07718321858602954
pos1	154	0.0518205962889482
pos1	416	0.053890017538376654
pos1	78	0.03871953427868286
pos1	73	0.04595085154793157
pos1	335	0.05097947821823179
pos1	526	0.049595908302484566
pos1	767	0.033848418883715564
pos1	87	0.03698908949394653
pos1	78	0.04971114135670182
pos1	137	0.04049687469561672
pos1	152	0.034148994259980706
pos1	107	0.0407691771319621
pos1	52	0.0232911153219984
pos1	62	0.09751426277110249
pos1	99	0.15220726709048013
pos1	51	0.11360101470602633
pos1	581	0.040681244741334076
pos1	42	0.0480138745522913
pos1	313	0.17219844561554373
pos1	73	0.19145633989396338
pos1	207	0.12135466381961868
pos1	504	0.040316602193092306
pos1	562	0.13739130540787048
pos1	278	0.04817308008707214
pos1	33	0.039336606835240255
pos1	202	0.023683450620155908
pos1	108	0.03811603374022036
pos1	46	0.02508251936709587
pos1	559	0.053839534302670404
pos1	119	0.12236726442206373
pos1	20	0.035556645010518834
pos1	609	0.06085279071053181
pos1	31	0.03071773585950129
pos1	1019	0.07400425932689707
pos1	33	0.3256732605436098
pos1	55	0.0636017221073387
pos1	124	0.04284948456272782
pos1	138	0.049473890566226066
pos1	71	0.1438437516057237
pos1	560	0.09442528681315265
pos1	22	0.0904088904202613
pos1	190	0.03512868845729817
pos1	178	0.08363158065465719
pos1	30	0.03661709427930838
pos1	65	0.08085733774755804
pos1	197	0.03425534321681465
pos1	233	0.030953218124391186
pos1	67	0.061219775597212915
pos1	265	0.07101717832145951
pos1	39	0.0734210522209799
pos1	100	0.03638868866244505
pos1	443	0.05069223982072499
pos1	112	0.08253688234102875
pos1	60	0.19532994771415338
pos1	58	0.06477978099596848
pos1	153	0.0385106711255804
pos1	625	0.12732580496125115
pos1	114	0.133837413133183
pos1	85	0.09545498044561218
pos1	97	0.3329417124589023
pos1	367	0.03594395606699604
pos1	499	0.026246478722653854
pos1	428	0.05384642964190655
pos1	755	0.05630132824603178
pos1	68	0.11441002293775904
pos1	331	0.04379553651286744
pos1	264	0.1119062898646223
pos1	1910	0.09151991939436245
pos1	131	0.1115127434521868
pos1	97	0.05249245601257476
pos1	110	0.07643113042340736
pos1	24	0.03102311332666442
pos1	361	0.31300645542902195
pos1	176	0.036221583262849584
pos1	22	0.07796481375763466
pos1	255	0.06810234516247732
pos1	162	0.030023891954736953
pos1	492	0.03261128444790281
pos1	109	0.10810516775845631
pos1	59	0.20882142247071714
pos1	139	0.03165890764623102
pos1	208	0.08490258900879731
pos1	52	0.03306122766794781
pos1	91	0.04762091265081342
pos1	120	0.07298304534141868
pos1	75	0.05505351452977723
pos1	657	0.19906909095467276
pos1	61	0.060701911669060006
pos1	51	0.12660090671500912
pos1	356	0.1750211160954823
pos1	158	0.056792462003223805
pos1	356	0.033631970928303306
pos1	97	0.04654686866255949
pos1	423	0.03892992100744189
pos1	42	0.03600007313002709
pos1	37	0.13282052630863875
pos1	84	0.10601574625733294
pos1	201	0.05934690002466189
pos1	75	0.06708849309859403
pos1	69	0.03591230505096439
pos1	601	0.03938432559913585
pos1	648	0.03637805539027055
pos1	55	0.11591562322583769
pos1	665	0.12877080291300716
pos1	163	0.16549016175475503
pos1	147	0.05373526521761751
pos1	56	0.18647947752566021
pos1	419	0.03473392813669202
pos1	45	0.04155194593697987
pos1	26	0.022218126353799147
pos1	25	0.09058150318625642
pos1	36	0.04785743955547703
pos1	620	0.03260344001394542
pos1	547	0.03838200075691058
pos1	313	0.12909718834341588
pos1	195	0.056890125009061904
pos1	737	0.07571779994060412
pos1	35	0.058680126877990325
pos1	32	0.02979205719981995
pos1	1058	0.04750222592688063
pos1	140	0.2272196517226971
pos1	514	0.05932571805432929
pos1	334	0.06498413138283349
pos1	42	0.10387037649095265
pos1	37	0.024797392875264956
pos1	241	0.04191089092953219
pos1	132	0.07979167539386106
pos1	252	0.05759470895173164
pos1	217	0.035561824976647664
pos1	83	0.05706800209799523
pos1	49	0.060633081735005236
pos1	93	0.19919446684687872
pos1	793	0.09619138138867893
pos1	61	0.11925007679717155
pos1	88	0.0658856590248819
pos1	51	0.06397164600018453
pos1	314	0.041550466186200924
pos1	161	0.1004757970069159
pos1	66	0.061884671017631364
pos1	591	0.04036350372220063
pos1	82	0.03757743174038645
