class	cluster	position	mc
DT_cl	1	281	0.12109062853758379
DT_n	0	44	0.044252922955325964
DT_cl	1	45	0.09307566559459617
DT_cl	1	450	0.05062461925574585
DT_cl	1	40	0.1359374214931646
DT_cl	1	544	0.08021936307292304
DT_cl	1	36	0.08217460618358288
DT_cl	1	37	0.07611294960160588
DT_cl	1	1442	0.05102265017654834
DT_cl	1	112	0.059080352903057465
DT_cl	1	59	0.05026895673453813
DT_cl	1	183	0.06461140314940268
DT_cl	1	122	0.04798086160640297
DT_cl	1	38	0.08746210301676277
DT_cl	1	95	0.20799010094671308
DT_cl	1	738	0.041040479441009275
DT_cl	1	260	0.0930439483370023
DT_cl	1	70	0.06488533032267273
DT_cl	1	675	0.03600643118357381
DT_cl	1	128	0.03776836151948019
DT_cl	1	303	0.07200831391320897
DT_cl	1	295	0.055709880438757436
DT_cl	1	303	0.058519538214603616
DT_n	0	631	0.038124308959305
DT_cl	1	93	0.03578707449800168
DT_cl	1	235	0.059024744272165926
DT_cl	1	54	0.08574411350998752
DT_cl	1	857	0.055512634560503656
DT_cl	1	183	0.05311204572262054
DT_cl	1	768	0.061454278631257
DT_cl	1	40	0.04897072872987185
DT_cl	1	258	0.04539566231973149
DT_cl	1	398	0.03855026960240419
DT_cl	1	121	0.06418050057792322
DT_cl	1	278	0.04015147854731308
DT_cl	1	149	0.13279550100237697
DT_cl	1	106	0.1582157993959524
DT_cl	1	268	0.138786368517687
DT_cl	1	355	0.16107401022835607
DT_cl	1	164	0.0639391545402452
DT_cl	1	137	0.10944311710678001
DT_cl	1	230	0.034794790987162635
DT_cl	1	391	0.03622689315094354
DT_cl	1	219	0.05184325760501074
DT_cl	1	788	0.043815510417149796
DT_cl	1	56	0.037164664137655574
DT_cl	1	124	0.03966394703231079
DT_cl	1	84	0.038889738397198455
DT_n	0	129	0.04149523952652365
DT_cl	1	94	0.07558251051131228
DT_cl	1	100	0.08223386818608397
DT_cl	1	95	0.06608858246811233
DT_cl	1	359	0.08199270038145756
DT_cl	1	82	0.04783376007703461
DT_cl	1	119	0.06531070965560985
DT_cl	1	641	0.04953046344887263
DT_cl	1	361	0.0426650783744447
DT_cl	1	42	0.07816635844117449
DT_cl	1	582	0.10646684892228152
DT_cl	1	639	0.07022730715594605
DT_cl	1	187	0.046847022113746056
DT_cl	1	127	0.07257560741975357
DT_cl	1	145	0.08711139288438174
DT_cl	1	522	0.04887270711450767
DT_cl	1	1074	0.03447078865701965
DT_cl	1	59	0.05534561277723348
DT_cl	1	30	0.05454156402872298
DT_cl	1	352	0.04373464338639205
DT_cl	1	300	0.05759889483227778
DT_cl	1	80	0.05526249318053202
DT_cl	1	79	0.07344845324563845
DT_cl	1	231	0.03469414529508688
DT_n	0	92	0.04033205480373522
DT_n	0	121	0.376152372581178
DT_cl	1	83	0.06562291979408773
DT_cl	1	145	0.0621791446381502
DT_cl	1	383	0.11922291766645136
DT_cl	1	434	0.03585338046700345
DT_cl	1	424	0.0617418515614927
DT_cl	1	52	0.10395241942667315
DT_cl	1	515	0.03572369266375031
DT_cl	1	144	0.066831768631321
DT_cl	1	483	0.0604069691878037
DT_cl	1	132	0.11240500368050955
DT_cl	1	70	0.05511563918176852
DT_cl	1	191	0.0592493907573417
DT_cl	1	33	0.05763774492099258
DT_cl	1	143	0.04517480462491652
DT_cl	1	44	0.14959703620335044
DT_n	0	165	0.03574399690700073
DT_cl	1	77	0.1165892109412644
DT_cl	1	72	0.057397215052734187
DT_cl	1	189	0.08242711859028837
DT_cl	1	161	0.08808578217487757
DT_cl	1	85	0.037570829127135996
DT_cl	1	87	0.08733072182666289
DT_cl	1	129	0.05175390409525654
DT_cl	1	103	0.04302443698964376
DT_cl	1	306	0.038711892589922796
DT_cl	1	540	0.036319522024959285
DT_cl	1	222	0.06705272974812058
DT_cl	1	80	0.04356726473879822
DT_cl	1	643	0.06064019718643873
DT_cl	1	88	0.11723119196813155
DT_cl	1	84	0.04388652855384004
DT_cl	1	196	0.09943029716307077
DT_cl	1	271	0.12458147661376685
DT_cl	1	448	0.05973921051822562
DT_cl	1	614	0.048582574271273514
DT_cl	1	28	0.051245343808485055
DT_cl	1	348	0.08644459047418694
DT_cl	1	206	0.07615754960605287
DT_cl	1	878	0.06581553257198415
DT_cl	1	219	0.040069615915664714
DT_cl	1	109	0.07591591886696471
DT_cl	1	139	0.05977653870408398
DT_cl	1	20	0.06824841551093047
DT_cl	1	216	0.07670988157884706
DT_n	0	184	0.04123614657791807
DT_cl	1	134	0.06319810413453938
DT_cl	1	37	0.05492137176071732
DT_cl	1	360	0.04825081918827264
DT_cl	1	40	0.19283503366495738
DT_cl	1	826	0.08209463381741765
DT_cl	1	1191	0.047197333542856344
DT_cl	1	160	0.03573916589015048
DT_cl	1	95	0.051663416687812436
DT_cl	1	343	0.13632351214489113
DT_cl	1	474	0.04573197914037503
DT_cl	1	42	0.046081866711362295
DT_cl	1	115	0.07514359233970831
DT_cl	1	452	0.1270339446791412
DT_cl	1	41	0.03551221529963783
DT_cl	1	171	0.04899518199599359
DT_cl	1	171	0.15115705213811323
DT_cl	1	152	0.061713996020243946
DT_cl	1	66	0.11104126649419743
DT_cl	1	238	0.11103694277171665
DT_cl	1	203	0.055981339757666504
DT_cl	1	359	0.09234470381888173
DT_n	0	478	0.03747070533874576
DT_cl	1	645	0.21618856837530395
DT_cl	1	80	0.13273039594745112
DT_cl	1	338	0.0707612332881495
DT_cl	1	567	0.09995990935340504
DT_cl	1	603	0.05494765772296662
DT_cl	1	66	0.06160149607601418
DT_cl	1	58	0.08419570030539647
DT_cl	1	489	0.03757340468730698
DT_cl	1	218	0.06691587138746047
DT_cl	1	106	0.14702615947313416
DT_cl	1	57	0.06509169879868622
DT_cl	1	155	0.05224714154078248
DT_cl	1	368	0.04072038028369609
DT_cl	1	94	0.08282753287160084
DT_cl	1	34	0.13469640419021936
DT_cl	1	116	0.08852326833156042
DT_cl	1	101	0.0701137853710895
DT_n	0	413	0.03546190012215625
DT_cl	1	373	0.07373805156180159
DT_cl	1	470	0.1329261488039094
DT_cl	1	565	0.12033096110377782
DT_cl	1	169	0.047366251360393165
DT_cl	1	51	0.28748648376450603
DT_cl	1	802	0.053524136968038954
DT_cl	1	68	0.18194319918787002
DT_cl	1	230	0.05580640708659421
DT_n	0	1173	0.037651285056207774
DT_cl	1	144	0.05050530399544826
DT_n	0	65	0.038205989546603224
DT_cl	1	31	0.1224719231684059
DT_cl	1	152	0.04842233429199664
DT_cl	1	60	0.21308011068753563
DT_cl	1	47	0.10503576660636822
DT_cl	1	79	0.08858829044037868
DT_cl	1	84	0.12776777728641367
DT_cl	1	146	0.06485258111710303
DT_cl	1	22	0.03944826324429724
DT_cl	1	61	0.04900946549656087
DT_cl	1	39	0.11977261434985047
DT_cl	1	134	0.06819805053925813
DT_cl	1	29	0.05767676906168568
DT_cl	1	131	0.0836293792435084
DT_cl	1	63	0.04497520517201865
DT_cl	1	111	0.05642144914290028
DT_cl	1	62	0.08508976528510685
DT_n	0	305	0.042472957449199135
DT_cl	1	99	0.08619990895749048
DT_cl	1	446	0.06864501016826056
DT_cl	1	82	0.10601212453715586
DT_cl	1	61	0.18350318316114048
DT_cl	1	183	0.24000498110253124
DT_cl	1	198	0.05862099673542325
DT_cl	1	312	0.08581101987970167
DT_cl	1	241	0.06495174222193231
DT_cl	1	72	0.11392010099043788
DT_cl	1	76	0.09426651688727904
DT_n	0	78	0.03859326982424919
DT_cl	1	150	0.13968768457986472
DT_cl	1	71	0.04935177856042943
DT_cl	1	134	0.04612131204933745
DT_cl	1	78	0.14001882732352702
DT_cl	1	187	0.03712043248807214
DT_cl	1	160	0.0991911251159981
DT_cl	1	76	0.08306643464650061
DT_cl	1	100	0.059069225462725305
DT_cl	1	183	0.11855835171239966
DT_cl	1	513	0.06697127236428484
DT_cl	1	371	0.03927238081042185
DT_cl	1	327	0.048714179537437036
DT_cl	1	88	0.08253251368833585
DT_cl	1	88	0.044930745827839534
DT_cl	1	740	0.03955230656779888
DT_cl	1	24	0.09679281669688013
DT_cl	1	345	0.044109110644227616
DT_cl	1	79	0.05471551978938066
DT_cl	1	310	0.053132825911104874
DT_cl	1	74	0.06943276254598528
DT_cl	1	457	0.08314948142489433
DT_cl	1	293	0.0884547392479803
DT_cl	1	175	0.05503205756624389
DT_cl	1	2398	0.0416746660932786
DT_cl	1	143	0.09009174072179617
DT_cl	1	150	0.07858162170127216
DT_cl	1	82	0.037579751717866046
DT_cl	1	57	0.17967434483569403
DT_cl	1	80	0.06821788998248028
DT_cl	1	26	0.16071078709116624
DT_cl	1	401	0.04073791596691558
DT_cl	1	679	0.1422339969798613
DT_n	0	162	0.037793333988247885
DT_cl	1	921	0.036383565502601044
DT_cl	1	83	0.08594088448578836
DT_n	0	236	0.03552245317701374
DT_cl	1	270	0.06319081960747551
DT_cl	1	465	0.052462960662457425
DT_cl	1	220	0.052653886980511246
DT_cl	1	136	0.07691692495657984
DT_cl	1	23	0.074960320266322
DT_cl	1	99	0.03804327954226321
DT_cl	1	178	0.08197198156279366
DT_cl	1	203	0.10629472441484585
DT_cl	1	32	0.046102030949739116
DT_cl	1	131	0.2395942907302565
DT_cl	1	50	0.05475147203880612
DT_cl	1	172	0.20979057776224094
DT_cl	1	401	0.06292863220611299
DT_cl	1	63	0.11872521636358996
DT_cl	1	340	0.05604912901581383
DT_cl	1	691	0.09351288151438031
DT_cl	1	98	0.04867205496974947
DT_cl	1	919	0.03471447145219549
DT_cl	1	1644	0.07122506051519123
DT_cl	1	25	0.06653219068623874
DT_cl	1	118	0.03895949675050236
DT_cl	1	2587	0.0385404328690942
DT_cl	1	314	0.10477430250290147
DT_cl	1	152	0.061085926970488584
DT_cl	1	190	0.04172955597712249
DT_cl	1	808	0.09498465309220001
DT_cl	1	222	0.14915907586708657
DT_cl	1	107	0.11233166256792759
DT_cl	1	39	0.05138795618578527
DT_cl	1	334	0.07077293988062909
DT_cl	1	47	0.0352378250344138
DT_cl	1	233	0.053207419807666585
DT_cl	1	271	0.06324916336648885
DT_cl	1	774	0.12584980894888934
DT_cl	1	257	0.08866381947773978
DT_cl	1	71	0.11829130871456346
DT_cl	1	168	0.053843790851272944
DT_cl	1	240	0.08843234862368121
DT_cl	1	142	0.12970415557319961
DT_cl	1	254	0.039160478253950894
DT_cl	1	57	0.04934134109376048
DT_cl	1	546	0.05090191169390035
DT_cl	1	59	0.07146702785495833
DT_cl	1	106	0.034325548287103345
DT_cl	1	39	0.08812146590816618
DT_cl	1	40	0.10836572756928671
DT_cl	1	492	0.04399219220822297
DT_cl	1	175	0.13449074023747049
DT_cl	1	96	0.07720161180323486
DT_cl	1	360	0.05423356218747586
DT_cl	1	1396	0.12317785198305777
DT_cl	1	585	0.04527700207811699
DT_cl	1	174	0.05846992911282254
DT_cl	1	176	0.07127010577113072
DT_n	0	100	0.045657766747475355
DT_cl	1	78	0.05858209572957121
DT_cl	1	401	0.06397194145165039
DT_cl	1	175	0.05086727948249837
DT_cl	1	149	0.3886269961656243
DT_cl	1	728	0.07019677584602467
DT_cl	1	121	0.03999871579266313
DT_cl	1	191	0.062478642837920394
DT_cl	1	45	0.07046514055960916
DT_cl	1	136	0.06937377287091963
DT_cl	1	187	0.04844473267100993
DT_cl	1	493	0.12545962056427398
DT_cl	1	41	0.06400195337884683
DT_n	0	433	0.03463061299551549
DT_cl	1	177	0.08522738557006122
DT_cl	1	598	0.05077637620930311
DT_cl	1	309	0.04042166664211169
DT_cl	1	92	0.07038884202331848
DT_n	0	1664	0.03699246628464503
DT_cl	1	191	0.052921877940223426
DT_n	0	354	0.04164489123624049
DT_cl	1	573	0.04091841707191111
DT_cl	1	75	0.11533926742905692
DT_cl	1	716	0.059309745023105036
DT_cl	1	29	0.03999553870385864
DT_cl	1	73	0.2704123775259605
DT_cl	1	185	0.04172472481546755
DT_cl	1	93	0.0631356605245895
DT_cl	1	108	0.08257224135932814
DT_cl	1	160	0.08676041871430971
DT_cl	1	149	0.14388306111989868
DT_n	0	144	0.050456568704844794
DT_cl	1	1185	0.04117600174669856
DT_cl	1	279	0.07642806545914402
DT_cl	1	200	0.05525882626497416
DT_cl	1	138	0.04901224429206812
DT_cl	1	64	0.20782837573255852
DT_cl	1	92	0.034966619625395975
DT_cl	1	580	0.055764184963483045
DT_cl	1	47	0.2045596359214307
DT_cl	1	109	0.04859242210489786
DT_cl	1	635	0.03636871893923602
DT_cl	1	44	0.05062973305271479
DT_cl	1	768	0.054664310099874346
DT_cl	1	226	0.054840024403122745
DT_cl	1	130	0.06326926041053675
DT_cl	1	24	0.05717437859759065
DT_cl	1	560	0.12453969333563279
DT_cl	1	455	0.055450372484314274
DT_cl	1	104	0.10394446892257769
DT_n	0	124	0.044233141488362326
DT_cl	1	39	0.044344929909921095
DT_cl	1	666	0.11589119724037926
DT_cl	1	700	0.073996170980867
DT_cl	1	60	0.04594344634141354
DT_cl	1	177	0.04051750871529402
DT_cl	1	563	0.04754356369327791
DT_cl	1	289	0.048344518801917986
DT_cl	1	207	0.08834502689182862
DT_cl	1	178	0.15937396376076146
DT_cl	1	132	0.043946386223338026
DT_n	0	342	0.037590412387997395
DT_cl	1	64	0.04311667205657113
DT_cl	1	380	0.0397802379122284
DT_cl	1	162	0.04039776719627668
DT_cl	1	106	0.06245646784244835
DT_cl	1	1494	0.06704688985936327
DT_n	0	257	0.041292868397889204
DT_cl	1	737	0.04166402331342437
DT_cl	1	116	0.13555143550886925
DT_cl	1	256	0.04558477265112756
DT_cl	1	147	0.09146867999139252
DT_cl	1	128	0.04080492275741373
DT_cl	1	34	0.06767994163366496
DT_cl	1	115	0.04930995244261977
DT_cl	1	609	0.039473684210526314
DT_cl	1	41	0.19339989424177131
DT_cl	1	78	0.05331849127534186
DT_cl	1	93	0.07845216782709664
DT_cl	1	33	0.10623953569866174
DT_cl	1	415	0.06464894247787921
DT_cl	1	103	0.11257660918768282
DT_cl	1	421	0.03728962613428283
DT_cl	1	467	0.07962863345015514
DT_cl	1	82	0.03879332999294489
DT_cl	1	59	0.03895689291977329
DT_cl	1	2399	0.04456140929179567
DT_cl	1	739	0.03917543772160511
DT_cl	1	177	0.11584684597670934
DT_cl	1	168	0.05821881736697818
DT_cl	1	622	0.06775948444532588
DT_cl	1	153	0.23917266493040326
DT_cl	1	672	0.05799792454207886
DT_cl	1	65	0.08933548638650972
DT_cl	1	35	0.0808533700167997
DT_cl	1	176	0.11487071639591158
DT_n	0	195	0.04100583540642076
DT_cl	1	138	0.06621171229095463
DT_cl	1	72	0.10344325083683176
DT_n	0	263	0.047714622765103805
DT_cl	1	201	0.03948664260670801
DT_cl	1	195	0.09984474544417306
DT_cl	1	307	0.055413798170663546
DT_cl	1	146	0.040985603973715014
DT_cl	1	361	0.1049761220701117
DT_cl	1	190	0.03572872020613956
DT_cl	1	79	0.07009380495753949
DT_cl	1	818	0.06849528579280371
DT_cl	1	31	0.10626498216200692
DT_n	0	286	0.04772595705930429
DT_cl	1	99	0.03980415847664708
DT_cl	1	146	0.05009798912845869
DT_cl	1	411	0.06489009248508142
DT_cl	1	43	0.04709909384518221
DT_cl	1	99	0.19821959263073619
DT_cl	1	205	0.05402803877463061
DT_cl	1	701	0.3789038140615184
DT_cl	1	286	0.10383718184604836
DT_cl	1	583	0.05506397785371998
DT_cl	1	42	0.04558301539887464
DT_cl	1	64	0.04555339856910428
DT_n	0	34	0.041609091542671735
DT_cl	1	166	0.14724438573966828
DT_cl	1	1059	0.03560914986105259
DT_cl	1	219	0.16655054505983843
DT_cl	1	122	0.07726096692974103
DT_cl	1	92	0.05758649278203625
DT_cl	1	120	0.08223902776142564
DT_cl	1	103	0.13549679250023589
DT_cl	1	86	0.059967063797906374
DT_cl	1	202	0.06314388376609377
DT_cl	1	173	0.04657911549039271
DT_cl	1	175	0.105934930270905
DT_cl	1	510	0.07873215944050306
DT_cl	1	1280	0.04722227594790179
DT_cl	1	319	0.0956182567135454
DT_cl	1	62	0.05447237007344585
DT_cl	1	720	0.044817463608726994
DT_cl	1	263	0.07155195841400804
DT_cl	1	59	0.06476132143259485
DT_cl	1	465	0.040607554301935626
DT_cl	1	602	0.03800556471397839
DT_cl	1	51	0.038736284523352184
DT_cl	1	226	0.06083545768741976
DT_cl	1	303	0.0726273133679542
DT_cl	1	62	0.12972898919437983
DT_cl	1	657	0.04560590356444274
DT_cl	1	83	0.0570609715179507
DT_cl	1	1744	0.07785939061399928
DT_cl	1	73	0.135217288663013
DT_cl	1	159	0.035500274157960594
DT_cl	1	540	0.05349439736827788
DT_cl	1	140	0.04846028457735446
DT_cl	1	56	0.0394146518130788
DT_cl	1	460	0.07173712645418302
DT_cl	1	360	0.10547903287462264
DT_cl	1	78	0.06041813489651244
DT_n	0	823	0.0365977256347926
DT_cl	1	585	0.03843140727098653
DT_cl	1	39	0.20414363381125344
DT_cl	1	111	0.25383511406824977
DT_cl	1	22	0.05200351900024377
DT_cl	1	49	0.06570339130968282
DT_cl	1	242	0.043082816423670706
DT_cl	1	217	0.041198031815739576
DT_cl	1	755	0.06354750230143423
DT_cl	1	86	0.08200420301080442
DT_cl	1	261	0.11336217461598132
DT_cl	1	93	0.07444092758071082
DT_n	0	269	0.041197296251545584
DT_cl	1	38	0.057794445160745785
DT_n	0	357	0.046691688482824845
DT_cl	1	20	0.07381661665016152
DT_cl	1	422	0.08877376313925633
DT_cl	1	447	0.09424677069027998
DT_cl	1	97	0.056090566810633714
DT_cl	1	55	0.07589177758198164
DT_cl	1	247	0.05782930903060977
DT_cl	1	146	0.08199007593497122
DT_cl	1	318	0.07730543032287636
DT_cl	1	82	0.14812545717052578
DT_cl	1	40	0.08899530908014408
DT_cl	1	144	0.11379012940633766
DT_cl	1	24	0.0732523053397157
DT_cl	1	184	0.047170539935978924
DT_cl	1	438	0.04186869589431782
DT_cl	1	139	0.03542368926014724
DT_cl	1	440	0.08977369725179025
DT_cl	1	236	0.11981932995090772
DT_cl	1	230	0.057813382232622966
DT_cl	1	176	0.08844444764782156
DT_cl	1	255	0.09450571541667004
DT_cl	1	178	0.13907474492155464
DT_cl	1	288	0.08116025954156851
DT_n	0	33	0.05062535861855081
DT_cl	1	91	0.03974988438541851
DT_cl	1	41	0.05714247820583838
DT_cl	1	375	0.04094496973761691
DT_cl	1	47	0.13381339631636588
DT_cl	1	662	0.08868023279400798
DT_cl	1	31	0.0680459365316813
DT_cl	1	261	0.05916177242849002
DT_cl	1	255	0.05911274441966405
DT_cl	1	357	0.06232952531770347
DT_cl	1	314	0.0845093560829094
DT_cl	1	73	0.038466381572140794
DT_cl	1	80	0.12976451246452986
DT_cl	1	182	0.16077240952291316
DT_cl	1	110	0.09472148694236737
DT_cl	1	80	0.08217250183493034
DT_cl	1	506	0.047436197957254865
DT_cl	1	73	0.35516083992213127
DT_cl	1	330	0.039481920168269014
DT_cl	1	107	0.05395281637697829
DT_cl	1	533	0.09306280087013728
DT_cl	1	56	0.0548430246216157
DT_n	0	263	0.038470084903196373
DT_cl	1	76	0.04081981523126866
DT_cl	1	202	0.046277446025497354
DT_cl	1	76	0.055246816481137995
DT_cl	1	236	0.04384607699703565
DT_cl	1	375	0.05300724306818778
DT_cl	1	47	0.0828826988814911
DT_cl	1	227	0.31030033869578383
DT_cl	1	581	0.09699145745452387
DT_cl	1	110	0.0524346751362803
DT_cl	1	34	0.06694917711904919
DT_n	0	195	0.03461777250534595
DT_cl	1	1260	0.13787736237833614
DT_cl	1	45	0.1291405709415242
DT_cl	1	372	0.07710494636845991
DT_cl	1	138	0.10986248531239025
DT_cl	1	316	0.048522192800319774
DT_cl	1	72	0.03846195257972087
DT_cl	1	229	0.09677956126152239
DT_cl	1	168	0.06307430183316107
DT_cl	1	58	0.07288103201534196
DT_cl	1	263	0.10289142950400736
DT_cl	1	236	0.07001249781405354
DT_cl	1	123	0.039727304559870454
DT_cl	1	1466	0.06833402285771671
DT_cl	1	1468	0.05943424529828154
DT_cl	1	466	0.04354022042589556
DT_cl	1	251	0.04681668695466459
DT_cl	1	192	0.08560367646159218
DT_cl	1	106	0.09801426109480442
DT_cl	1	79	0.049482943308815815
DT_cl	1	423	0.06880022942661179
DT_cl	1	37	0.12030273728783104
DT_cl	1	125	0.0441751475589919
DT_cl	1	45	0.0446993392646867
DT_cl	1	118	0.04852594242432756
DT_cl	1	704	0.06619685839553642
DT_cl	1	190	0.05843287036366404
DT_cl	1	139	0.10087967797178664
DT_cl	1	32	0.06487970988672856
DT_cl	1	162	0.06762443192093708
DT_cl	1	84	0.08141285506669733
DT_cl	1	433	0.04591490025127284
DT_cl	1	78	0.11164313387786368
DT_cl	1	41	0.08130858693441108
DT_cl	1	202	0.07063484237279057
DT_cl	1	316	0.08333917513254856
DT_cl	1	24	0.059157739666341747
DT_cl	1	59	0.05359202947799111
DT_cl	1	193	0.2672548991468277
DT_cl	1	115	0.09384069511128346
DT_cl	1	271	0.04147276094733365
DT_cl	1	140	0.05358819889849898
DT_cl	1	27	0.061368749911760744
DT_cl	1	640	0.062538358902147
DT_cl	1	207	0.064733159066634
DT_cl	1	119	0.09700579896662388
DT_cl	1	419	0.04431346988337815
DT_cl	1	551	0.23483143558120098
DT_cl	1	152	0.08264394289293603
DT_cl	1	110	0.05985862168558731
DT_cl	1	186	0.18318864605846394
DT_cl	1	628	0.08953558497614993
DT_cl	1	114	0.06141557732729893
DT_cl	1	149	0.0500656120763635
DT_cl	1	26	0.040612230241968424
DT_cl	1	27	0.053659753077568116
DT_cl	1	483	0.06538327564528336
DT_cl	1	356	0.03568442928995985
DT_n	0	239	0.037165263913323456
DT_cl	1	241	0.04456452862154866
DT_cl	1	78	0.0348145362762863
DT_cl	1	48	0.0941204691727175
DT_cl	1	521	0.05551478835308826
DT_n	0	669	0.04423052734975464
DT_cl	1	21	0.33009037452859974
DT_cl	1	23	0.14408806802806703
DT_cl	1	75	0.07952547694367891
DT_cl	1	315	0.09876210490271979
DT_cl	1	62	0.04072923438975947
DT_cl	1	115	0.07907876746615543
DT_cl	1	65	0.141937926534954
DT_cl	1	181	0.050646622654626626
DT_cl	1	257	0.06673817444510706
DT_cl	1	126	0.05310937843645874
DT_cl	1	473	0.10990972971876208
DT_cl	1	161	0.06753367233862548
DT_cl	1	1147	0.11313841996716617
DT_cl	1	476	0.040402174427406234
DT_cl	1	36	0.07564843381843138
DT_cl	1	91	0.0650129701785092
DT_cl	1	49	0.04406774589761007
DT_cl	1	131	0.0741243406074723
DT_cl	1	53	0.04220277224513608
DT_cl	1	81	0.0346000046011232
DT_cl	1	200	0.08754454533558882
DT_cl	1	76	0.05962364940834342
DT_cl	1	701	0.08822192027318217
DT_cl	1	26	0.262790936309661
DT_cl	1	594	0.049862480313772606
DT_cl	1	25	0.1460977836640983
DT_cl	1	127	0.07235526853243457
DT_cl	1	372	0.1003691928049616
DT_cl	1	118	0.04062135831113917
DT_cl	1	37	0.0478218664589326
DT_cl	1	210	0.17329731506828516
DT_cl	1	32	0.05861677310107996
DT_cl	1	613	0.06409282378267421
DT_cl	1	61	0.04557629108100101
DT_cl	1	31	0.03660288197406452
DT_n	0	303	0.045129227327592565
DT_cl	1	33	0.04605139861921607
DT_cl	1	228	0.04183568778489705
DT_cl	1	558	0.054488326922467335
DT_cl	1	352	0.08217606893713664
DT_cl	1	354	0.06114742528432818
DT_cl	1	171	0.07674918195818754
DT_cl	1	39	0.11009084789681167
DT_n	0	80	0.03844910019396248
DT_cl	1	297	0.08675346441853736
DT_cl	1	148	0.04769745284338477
DT_n	0	45	0.03523553214483099
DT_cl	1	252	0.05733850432204807
DT_cl	1	110	0.04065760198844939
DT_cl	1	48	0.11387123784089488
DT_cl	1	307	0.11458888116799604
DT_cl	1	117	0.08475195856329792
DT_cl	1	95	0.06806423637453635
DT_cl	1	38	0.0390089747123829
DT_cl	1	266	0.0610931561870594
DT_cl	1	95	0.16016241383935256
DT_cl	1	52	0.08694908779520771
DT_cl	1	476	0.042493700992291224
DT_cl	1	42	0.047179328005934044
DT_cl	1	136	0.13555294192980857
DT_cl	1	92	0.11980632628694284
DT_cl	1	48	0.0700752892481997
DT_cl	1	404	0.04623410839779978
DT_cl	1	28	0.07181105193291795
DT_cl	1	39	0.03808830838610546
DT_cl	1	40	0.08727907055401181
DT_cl	1	125	0.07068250532336663
DT_cl	1	241	0.04686105230223744
DT_n	0	611	0.04196206485893509
DT_cl	1	354	0.042725503440381535
DT_n	0	114	0.035863411157864365
DT_cl	1	414	0.09003151759593335
DT_cl	1	580	0.03459293506017968
DT_cl	1	72	0.04733563812953336
DT_cl	1	778	0.12478707840142096
DT_cl	1	199	0.044643270215369714
DT_n	0	105	0.03889649703226993
DT_cl	1	61	0.07162597783455889
DT_cl	1	102	0.03580436128787629
DT_cl	1	22	0.11476209185678
DT_cl	1	333	0.10393889508964575
DT_cl	1	377	0.04408466015154779
DT_cl	1	616	0.047435682373141136
DT_cl	1	872	0.06768121480843191
DT_cl	1	133	0.06279279611650364
DT_cl	1	537	0.042941403827600845
DT_cl	1	100	0.05180444297902694
DT_n	0	216	0.088719556925262
DT_cl	1	80	0.16867714991816699
DT_cl	1	62	0.0695174191546152
DT_cl	1	525	0.12159087521960026
DT_cl	1	472	0.07065161018498939
DT_cl	1	23	0.06857903792686447
DT_n	0	61	0.041459041354654336
DT_cl	1	414	0.1357781533755524
DT_cl	1	136	0.07299249269129576
DT_cl	1	51	0.04417324653076548
DT_cl	1	49	0.048298899690087604
DT_cl	1	460	0.08110534709623536
DT_cl	1	169	0.04646215338700264
DT_cl	1	275	0.11161686362250174
DT_n	0	63	0.08120945544336382
DT_cl	1	106	0.05369790600044675
DT_cl	1	229	0.08983266653606882
DT_cl	1	591	0.07653914947780237
DT_n	0	1193	0.039427789700446164
DT_cl	1	89	0.0830312523939067
DT_cl	1	807	0.0727633637285749
DT_cl	1	318	0.12155536032428466
DT_cl	1	510	0.09078302882223299
DT_cl	1	588	0.0760943922303274
DT_cl	1	514	0.09918133891243851
DT_cl	1	353	0.041511018830091444
DT_cl	1	35	0.050420139171885876
DT_cl	1	55	0.04276248115389025
DT_cl	1	173	0.06318332796629894
DT_cl	1	88	0.06430732841790224
DT_cl	1	357	0.05882721511589146
DT_cl	1	331	0.04218998178681496
DT_cl	1	463	0.062163303274093494
DT_cl	1	113	0.09935370416827939
DT_cl	1	28	0.11327393327975517
DT_cl	1	47	0.06633210182924848
DT_cl	1	232	0.05471801244833537
DT_n	0	109	0.04487770445468713
DT_cl	1	28	0.07718321858602954
DT_cl	1	154	0.0518205962889482
DT_cl	1	416	0.053890017538376654
DT_cl	1	78	0.03871953427868286
DT_cl	1	73	0.04595085154793157
DT_cl	1	335	0.05097947821823179
DT_cl	1	526	0.049595908302484566
DT_cl	1	87	0.03698908949394653
DT_n	0	78	0.04971114135670182
DT_cl	1	137	0.04049687469561672
DT_cl	1	107	0.0407691771319621
DT_cl	1	62	0.09751426277110249
DT_cl	1	99	0.15220726709048013
DT_cl	1	51	0.11360101470602633
DT_cl	1	581	0.040681244741334076
DT_cl	1	42	0.0480138745522913
DT_cl	1	313	0.17219844561554373
DT_cl	1	73	0.19145633989396338
DT_cl	1	207	0.12135466381961868
DT_cl	1	504	0.040316602193092306
DT_cl	1	562	0.13739130540787048
DT_cl	1	278	0.04817308008707214
DT_n	0	33	0.039336606835240255
DT_cl	1	108	0.03811603374022036
DT_cl	1	559	0.053839534302670404
DT_cl	1	119	0.12236726442206373
DT_cl	1	20	0.035556645010518834
DT_cl	1	609	0.06085279071053181
DT_cl	1	1019	0.07400425932689707
DT_cl	1	33	0.3256732605436098
DT_cl	1	55	0.0636017221073387
DT_cl	1	124	0.04284948456272782
DT_n	0	138	0.049473890566226066
DT_cl	1	71	0.1438437516057237
