domainID	geneID	domainNb	pdb_id	score	method
4252	530248	2	na	1.019981	msa
4253	530248	1	1gv9A_	85	pdbblast
4254	528545	1	na	0	artificial
4255	530247	3	na	0	artificial
4256	533328	1	na	0	artificial
4257	530247	2	PF00610	12.180456	pfam
4258	530247	4	1rgp__	38	pdbblast
4259	530247	1	1av1A	9.07	orfeus
4260	530247	5	1rgp__	38	pdbblast
4261	529994	1	1pmi__	1682	pdbblast
4262	528547	1	na	1.030986	msa
4263	528547	2	PF00442	12.69897	pfam
4264	528547	3	na	12.242991	msa
4265	528547	4	na	0	artificial
4266	528547	5	PF00443	23.657577	pfam
4267	533331	2	1lnrQ_	32	pdbblast
4268	533331	1	na	0	artificial
4269	530246	1	na	1.011976	msa
4270	530246	2	na	0	artificial
4271	529996	1	PF01150	287.420216	pfam
4272	529996	2	na	0	artificial
4273	528548	2	1dkrA_	781.54902	pdbblast
4274	528548	1	1dkrA_	781.54902	pdbblast
4275	529268	2	1diiA_	144.134302	pdbblast
4276	529268	1	1diiA_	144.134302	pdbblast
4277	528550	1	na	0	artificial
4278	533333	1	na	0	artificial
4279	530244	1	na	0	artificial
4280	530244	2	PF02338	38.79588	pfam
4281	530244	3	na	0	artificial
4282	528551	1	na	0	artificial
4283	533335	1	1gcoA_	57.522879	pdbblast
4284	530242	3	na	0	artificial
4285	530242	2	1kyaA_	599.9897	pdbblast
4286	530242	1	1kyaA_	599.9897	pdbblast
4287	528554	1	na	0	artificial
4288	533336	2	1gg2B_	52.221849	pdbblast
4289	533336	1	1erjA_	56.522879	pdbblast
4290	530001	1	1gy7A_	630.045757	pdbblast
4291	530241	2	1ja5A_	237.9897	pdbblast
4292	530241	1	1ja5A_	237.9897	pdbblast
4293	533337	3	1aq1__	323.0103	pdbblast
4294	533337	2	1aq1__	323.0103	pdbblast
4295	531795	1	1sfcD_	16	pdbblast
4296	533337	4	1aq1__	323.0103	pdbblast
4297	533337	1	na	0	artificial
4298	533337	5	1aq1__	323.0103	pdbblast
4299	530002	1	PF03737	83.09691	pfam
4300	533191	1	na	8.167997	msa
4301	533191	2	PF00249	10.39794	pfam
4302	533191	3	na	1.097993	msa
4303	528602	1	na	1.009968	msa
4304	528602	2	na	1.009944	msa
4305	530239	1	1g17A_	531.54902	pdbblast
4306	534236	2	na	25.798996	msa
4307	534236	1	1egwA_	201.228787	pdbblast
4308	533339	2	1giyL_	247.626727	pdbblast
4309	534236	3	na	2.095997	msa
4310	533339	1	1giyL_	247.626727	pdbblast
4311	534236	4	na	0	artificial
4312	534236	5	na	4.021996	msa
4313	530238	1	1ffxB_	11000	pdbblast
4314	530007	1	1h8qA_	59.30103	pdbblast
4315	528603	1	na	0	artificial
4316	533338	1	na	0	artificial
4317	533649	1	na	5.00787	msa
4318	533649	2	na	0	artificial
4319	530009	1	PF00307	6.853872	pfam
4320	533340	6	PF00443	25.522879	pfam
4321	530009	2	na	0	artificial
4322	533340	3	PF00442	11.136677	pfam
4323	530009	3	PF03271	24.200659	pfam
4324	533340	2	na	0	artificial
4325	533340	4	na	2.241996	msa
4326	533340	1	1ldvA	14.16	orfeus
4327	533340	5	na	0	artificial
4328	528605	3	na	0	artificial
4329	528605	2	1i3qA	11.3	orfeus
4330	528605	4	1klxA	9.73	orfeus
4331	528605	1	na	0	artificial
4332	528605	5	1klxA	9.73	orfeus
4333	534176	1	na	0	artificial
4334	530236	1	na	0	artificial
4335	534176	2	na	4.01292	msa
4336	530236	2	na	2.011847	msa
4337	530236	3	na	0	artificial
4338	528606	2	1lviA_	11.69897	pdbblast
4339	528606	1	na	0	artificial
4340	530011	2	na	0	artificial
4341	530011	1	1gk4A_	23	pdbblast
4342	533341	1	na	0	artificial
4343	534173	1	na	0	artificial
4344	528609	1	1yppA_	1722	pdbblast
4345	530013	2	na	0	artificial
4346	530013	1	1hd7A_	41.39794	pdbblast
4347	530232	1	na	0	artificial
4348	528610	1	na	0	artificial
4349	530014	3	1agrA_	954	pdbblast
4350	530014	2	1agrA_	954	pdbblast
4351	530014	1	na	0	artificial
4352	533344	1	na	0	artificial
4353	530230	2	1ecxA_	76.09691	pdbblast
4354	530230	1	1ecxA_	76.09691	pdbblast
4355	534171	1	na	0	artificial
4356	528614	2	1b4qA_	139	pdbblast
4357	528614	1	na	0	artificial
4358	530229	3	1aq1__	243.9794	pdbblast
4359	530229	2	1aq1__	243.9794	pdbblast
4360	530229	4	1aq1__	243.9794	pdbblast
4361	530229	1	1aq1__	243.9794	pdbblast
4362	533347	1	na	0	artificial
4363	530018	1	PF00755	245.455932	pfam
4364	530018	2	na	0	artificial
4365	530228	1	1jsqA_	179.071898	pdbblast
4366	528615	3	na	0	artificial
4367	528615	2	1ll0A	7.52	orfeus
4368	528615	1	na	0	artificial
4369	534170	1	na	0	artificial
4370	533365	1	na	0	artificial
4371	530227	3	na	1.148993	msa
4372	530227	2	1fkmA_	37	pdbblast
4373	530227	1	1fkmA_	37	pdbblast
4374	534169	2	na	0	artificial
4375	534169	1	1b5tA_	416.502279	pdbblast
4376	534169	3	na	1.01891	msa
4377	530023	2	na	0	artificial
4378	530023	1	1d3bB_	172.626727	pdbblast
4379	528616	1	na	0	artificial
4380	534167	2	4gatA_	17	pdbblast
4381	534167	1	na	0	artificial
4382	530226	1	PF02116	1000	pfam
4383	530024	1	na	0	artificial
4384	530225	1	na	3.00692	msa
4385	530225	2	na	0	artificial
4386	534166	2	na	15.255997	msa
4387	534166	1	na	0	artificial
4388	534166	3	na	0	artificial
4389	534166	4	1euvA_	1309.30103	pdbblast
4390	528617	1	na	0	artificial
4391	528617	2	na	20.431997	msa
4392	528617	3	na	2.262988	msa
4393	528617	4	na	0	artificial
4394	530026	3	1m2vB	9.57	orfeus
4395	530026	2	1ldvA	14.19	orfeus
4396	530026	4	na	0	artificial
4397	530026	1	na	0	artificial
4398	533373	1	na	8.034964	msa
4399	533373	2	na	0	artificial
4400	534165	1	PF03105	53.443697	pfam
4401	534165	2	na	0	artificial
4402	534165	3	na	4.027969	msa
4403	534165	4	na	0	artificial
4404	534165	5	na	4.021997	msa
4405	529948	1	PF03452	264.958607	pfam
4406	528618	1	1hxqA_	1112.9794	pdbblast
4407	529948	2	na	0	artificial
4408	534164	1	na	0	artificial
4409	528619	3	1hzjA_	1160	pdbblast
4410	528619	2	1hzjA_	1160	pdbblast
4411	528619	4	1l7jA_	244.67837	pdbblast
4412	528619	1	1hzjA_	1160	pdbblast
4413	533687	1	na	0	artificial
4414	528627	1	na	0	artificial
4415	532949	1	na	0	artificial
4416	534163	2	1jehA_	989.0103	pdbblast
4417	528632	1	na	0	artificial
4418	533400	1	PF00956	3.408935	pfam
4419	530222	2	1b70A_	383.228787	pdbblast
4420	534163	1	1jehA_	989.0103	pdbblast
4421	530222	1	1lnwA	9.66	orfeus
4422	534163	3	1jehA_	989.0103	pdbblast
4423	532950	1	na	13.025968	msa
4424	532950	2	na	0	artificial
4425	533419	1	PF03398	74.148742	pfam
4426	533419	2	na	1.019987	msa
4427	533419	3	na	0	artificial
4428	530221	3	4gatA_	192.69897	pdbblast
4429	534034	2	1bjx__	12.154902	pdbblast
4430	530221	2	1gnf__	91.9897	pdbblast
4431	534034	1	1mek__	129.154902	pdbblast
4432	530221	4	na	1.169995	msa
4433	530221	1	na	4.173996	msa
4434	528636	1	na	1.002958	msa
4435	528636	2	na	0	artificial
4436	528640	1	na	0	artificial
4437	532952	3	1gnf__	43.39794	pdbblast
4438	532952	2	na	10.157997	msa
4439	532952	1	na	0	artificial
4440	533777	2	1am9A_	45.69897	pdbblast
4441	530216	1	1i1dA_	903	pdbblast
4442	533777	1	na	9.265997	msa
4443	533427	1	na	4.016874	msa
4444	533427	2	na	2.013974	msa
4445	533427	3	na	0	artificial
4446	532956	1	na	0	artificial
4447	532956	2	PF00462	12.207608	pfam
4448	533778	2	1d9dA_	3	pdbblast
4449	533778	1	1a76__	188.30103	pdbblast
4450	533778	3	na	0	artificial
4451	533428	2	1gdhA_	377.0103	pdbblast
4452	533428	1	1gdhA_	377.0103	pdbblast
4453	532957	1	na	0	artificial
4454	530204	1	na	0	artificial
4455	533429	2	na	5.25597	msa
4456	533429	1	1bzkA_	3	pdbblast
4457	533779	2	1k1aA_	104.38764	pdbblast
4458	533779	1	na	0	artificial
4459	533779	3	1k1aA_	104.38764	pdbblast
4460	533779	4	na	47.213989	msa
4461	533779	5	na	1.018963	msa
4462	532958	1	PF01294	120.244125	pfam
4463	528643	3	1ja5A_	4.30103	pdbblast
4464	528643	2	1ja5A_	4.30103	pdbblast
4465	528643	4	na	0	artificial
4466	533431	2	1iunA	13.46	orfeus
4467	528643	1	na	0	artificial
4468	533431	1	1azwA_	29.221849	pdbblast
4469	528644	2	1iokA_	214	pdbblast
4470	528644	1	1iokA_	214	pdbblast
4471	533430	1	na	0	artificial
4472	533781	2	1dn1B_	86.0103	pdbblast
4473	533781	1	1dn1B_	86.0103	pdbblast
4474	528645	1	na	0	artificial
4475	530201	1	PF03105	49.958607	pfam
4476	529168	1	1k5xI_	731.40824	pdbblast
4477	530201	2	na	0	artificial
4478	530201	3	na	2.024001	msa
4479	533432	1	na	0	artificial
4480	533432	2	PF00169	8.585027	pfam
4481	533432	3	na	0	artificial
4482	533432	4	na	37.355997	msa
4483	532959	1	na	0	artificial
4484	528646	2	1qorA_	530.156545	pdbblast
4485	528646	1	1qorA_	530.156545	pdbblast
4486	533782	2	1ndh__	61.045757	pdbblast
4487	533782	1	na	0	artificial
4488	532960	3	1ebdA_	119.68867	pdbblast
4489	533782	3	1ndh__	61.045757	pdbblast
4490	533433	1	na	0	artificial
4491	532960	2	1ebdA_	119.68867	pdbblast
4492	532960	4	1ebdA_	119.68867	pdbblast
4493	532960	1	1fcdA_	4	pdbblast
4494	528647	1	na	0	artificial
4495	533435	1	na	0	artificial
4496	528649	6	1h88C	10.4	orfeus
4497	528649	3	1h88C_	89.9897	pdbblast
4498	528649	7	1h88C	10.4	orfeus
4499	528649	2	na	0	artificial
4500	532961	1	1gg2B_	140.626727	pdbblast
4501	530269	1	na	0	artificial
4502	528649	8	1h88C	10.4	orfeus
4503	528649	4	1h88C_	89.9897	pdbblast
4504	528649	1	1ldvA	7.26	orfeus
4505	528649	5	1h88C_	89.9897	pdbblast
4506	533436	1	na	0	artificial
4507	533785	2	1qh3A_	393.29073	pdbblast
4508	533785	1	1qh3A_	393.29073	pdbblast
4509	533785	3	1qh3A_	393.29073	pdbblast
4510	528650	1	na	0	artificial
4511	532962	1	na	0	artificial
4512	533437	3	1ei3A	12.62	orfeus
4513	533424	1	PF00324	267.013228	pfam
4514	533437	2	na	0	artificial
4515	533437	1	PF01822	38.119186	pfam
4516	532963	1	na	0	artificial
4517	533423	1	na	0	artificial
4518	528651	1	na	0	artificial
4519	530272	1	PF01398	44.958607	pfam
4520	530272	2	na	0	artificial
4521	530272	3	na	1.045968	msa
4522	532966	1	na	0	artificial
4523	533422	1	na	0	artificial
4524	533438	3	na	0	artificial
4525	533422	2	PF00324	224.744727	pfam
4526	533438	2	1lnrJ_	110	pdbblast
4527	533438	1	1lnrJ_	110	pdbblast
4528	532269	1	1k5yI_	953.045757	pdbblast
4529	533420	1	na	0	artificial
4530	530273	1	na	13.129992	msa
4531	530273	2	na	58.227997	msa
4532	530787	1	na	0	artificial
4533	530787	2	na	1.004997	msa
4534	530787	3	na	0	artificial
4535	533441	1	na	0	artificial
4536	528653	1	1e1aA_	29.221849	pdbblast
4537	530274	2	1az9__	508.9691	pdbblast
4538	530274	1	1az9__	508.9691	pdbblast
4539	530500	3	1hv8A_	539.228787	pdbblast
4540	530500	2	1hv8A_	539.228787	pdbblast
4541	530500	4	na	0	artificial
4542	530500	1	na	0	artificial
4543	528654	2	1gu8A_	96.626727	pdbblast
4544	528654	1	1gu8A_	96.626727	pdbblast
4545	533442	2	1cvjA_	29.69897	pdbblast
4546	533442	1	1cvjA_	29.69897	pdbblast
4547	533417	1	PF03878	139.420216	pfam
4548	534449	6	1g8pA_	50	pdbblast
4549	530275	1	1esmA_	57.522879	pdbblast
4550	533443	6	na	1.106983	msa
4551	533443	3	1gw5B_	115.70927	pdbblast
4552	533443	7	na	3.019968	msa
4553	533443	2	1gw5B_	115.70927	pdbblast
4554	533443	4	1gw5B_	115.70927	pdbblast
4555	533443	1	1gw5B_	115.70927	pdbblast
4556	533443	5	1gw5B_	115.70927	pdbblast
4557	534449	3	1ltlA_	176.9691	pdbblast
4558	534449	7	na	0	artificial
4559	534449	2	1ltlA_	176.9691	pdbblast
4560	530745	2	na	0	artificial
4561	528656	3	na	0	artificial
4562	534449	4	1ltlA_	176.9691	pdbblast
4563	530745	1	1gg2B_	87.69897	pdbblast
4564	534449	1	na	2.065996	msa
4565	528656	2	1cz1A_	196.68867	pdbblast
4566	530745	3	1i84S_	6	pdbblast
4567	534449	5	1g8pA_	50	pdbblast
4568	528656	1	1cz1A_	196.68867	pdbblast
4569	530276	1	na	0	artificial
4570	532431	2	1i84S_	17.69897	pdbblast
4571	532431	1	na	0	artificial
4572	533444	3	1ee5A	8.35	orfeus
4573	533444	2	1ee5A	8.35	orfeus
4574	533444	1	na	0	artificial
4575	530746	1	na	0	artificial
4576	530747	1	na	0	artificial
4577	530747	2	na	1.002963	msa
4578	532430	1	PF02133	179.017729	pfam
4579	532430	2	na	0	artificial
4580	533475	1	na	0	artificial
4581	528658	1	na	0	artificial
4582	528658	2	PF02148	30.346787	pfam
4583	530278	3	na	6.241996	msa
4584	528658	3	PF00442	9	pfam
4585	530278	2	PF00442	14.031517	pfam
4586	528658	4	na	0	artificial
4587	530278	4	PF00443	29.619789	pfam
4588	528658	5	na	5.216993	msa
4589	530278	1	1ud7A_	8.39794	pdbblast
4590	528658	6	PF00627	6.408935	pfam
4591	528658	7	PF00627	5.638272	pfam
4592	528658	8	PF00443	22.124939	pfam
4593	530749	1	na	0	artificial
4594	530749	2	na	2.006906	msa
4595	530279	1	na	0	artificial
4596	533474	2	1ja5A_	463.0103	pdbblast
4597	533474	1	1ja5A_	463.0103	pdbblast
4598	532418	1	na	0	artificial
4599	528660	6	na	0	artificial
4600	528660	3	1ql6A_	248.533179	pdbblast
4601	528660	2	1ql6A_	248.533179	pdbblast
4602	528660	4	1cdmA_	13.69897	pdbblast
4603	528660	1	1ql6A_	248.533179	pdbblast
4604	528660	5	1cdmA_	13.69897	pdbblast
4605	530280	1	na	5.008974	msa
4606	533480	1	na	0	artificial
4607	532416	1	na	0	artificial
4608	530753	1	na	0	artificial
4609	528662	2	na	2.138992	msa
4610	533489	2	2tpsA_	2.69897	pdbblast
4611	533489	1	1gt8A	8.09	orfeus
4612	528662	1	1eizA_	270	pdbblast
4613	532412	1	na	0	artificial
4614	532412	2	PF01988	3.026872	pfam
4615	530282	2	na	0	artificial
4616	530282	1	1ldvA	8.62	orfeus
4617	530754	2	1eemA_	42.09691	pdbblast
4618	530754	1	1eemA_	42.09691	pdbblast
4619	530754	3	1k0mA_	3.221849	pdbblast
4620	533490	1	1gpmA_	32	pdbblast
4621	528663	1	1chc__	28.27013	pdbblast
4622	530756	2	3sxlA	10.6	orfeus
4623	530756	1	3sxlA	10.6	orfeus
4624	530756	3	na	0	artificial
4625	532413	1	na	1.002997	msa
4626	528664	1	na	0	artificial
4627	533491	1	na	1.018984	msa
4628	533491	2	PF00674	52.443697	pfam
4629	533491	3	na	0	artificial
4630	532414	6	1gxrA_	74.218487	pdbblast
4631	532414	3	PF00400	5.142668	pfam
4632	532414	7	na	0	artificial
4633	532414	2	PF00400	5.420216	pfam
4634	532414	4	na	0	artificial
4635	532414	1	1erjA	3.75	pcons
4636	532414	5	1gg2B_	179.758605	pdbblast
4637	533491	4	PF00674	61.008774	pfam
4638	530287	1	1amp__	41.522879	pdbblast
4639	530760	1	na	7.012997	msa
4640	528665	1	na	0	artificial
4641	532417	1	na	0	artificial
4642	533492	1	na	0	artificial
4643	533493	1	na	0	artificial
4644	533959	1	1scgB_	10094.522879	pdbblast
4645	532419	1	na	0	artificial
4646	533500	1	na	0	artificial
4647	530289	1	na	0	artificial
4648	532421	3	na	1.00397	msa
4649	533960	1	PF03366	52.677781	pfam
4650	532421	2	1k83A	8.46	orfeus
4651	533960	2	na	0	artificial
4652	532421	4	na	0	artificial
4653	532421	1	1pyiA_	54.927757	pdbblast
4654	533509	1	na	0	artificial
4655	528667	1	1tf6A_	83.54902	pdbblast
4656	530290	3	1erjA_	62.69897	pdbblast
4657	530290	2	1gg2B_	64.69897	pdbblast
4658	530290	1	na	6.502996	msa
4659	532422	1	1grnA_	940.201249	pdbblast
4660	528669	1	na	0	artificial
4661	528669	2	PF00324	258.585027	pfam
4662	533961	1	na	0	artificial
4663	532424	2	1elqA_	93.626727	pdbblast
4664	532424	1	1elqA_	93.626727	pdbblast
4665	528670	1	na	0	artificial
4666	528670	2	PF00324	193.69897	pfam
4667	533962	1	1egyA	7.43	orfeus
4668	532426	2	na	0	artificial
4669	532426	1	1b89A	10.41	orfeus
4670	533963	2	2tmaA_	7.69897	pdbblast
4671	533963	1	1i84S_	25.69897	pdbblast
4672	533963	3	2tmaA_	7.69897	pdbblast
4673	533963	4	2tmaA_	7.69897	pdbblast
4674	533963	5	2tmaA_	7.69897	pdbblast
4675	530295	1	na	0	artificial
4676	530295	2	PF02811	11.958607	pfam
4677	532432	1	na	1.038992	msa
4678	532432	2	PF03099	30.481486	pfam
4679	532432	3	na	1.043994	msa
4680	528692	1	na	0	artificial
4681	533965	1	na	0	artificial
4682	532547	1	na	11.015961	msa
4683	530296	1	na	0	artificial
4684	533513	1	na	1.004936	msa
4685	528702	1	na	0	artificial
4686	533967	1	na	0	artificial
4687	530297	1	na	2.010983	msa
4688	530297	2	na	1.009969	msa
4689	533514	1	na	0	artificial
4690	533514	2	na	1.024978	msa
4691	533514	3	na	0	artificial
4692	533514	4	PF01800	130.823909	pfam
4693	528703	1	na	0	artificial
4694	533968	1	1mla__	57.09691	pdbblast
4695	532542	2	1bif__	638.228787	pdbblast
4696	532542	1	1bif__	638.228787	pdbblast
4697	533515	1	na	0	artificial
4698	533515	2	na	6.007949	msa
4699	530299	1	na	0	artificial
4700	532541	1	1k5yU_	498.758605	pdbblast
4701	533516	1	na	1.009923	msa
4702	533516	2	na	6.014997	msa
4703	533969	1	1is2A	7.89	orfeus
4704	528728	1	na	0	artificial
4705	533517	1	na	0	artificial
4706	532540	3	na	38.091987	msa
4707	532540	2	na	0	artificial
4708	532540	1	1lf1A	14.38	orfeus
4709	533970	1	na	0	artificial
4710	528738	1	na	0	artificial
4711	530303	2	1ha1__	59.221849	pdbblast
4712	530303	1	1ha1__	59.221849	pdbblast
4713	533519	1	na	0	artificial
4714	533972	1	na	0	artificial
4715	532538	1	na	0	artificial
4716	528744	6	1nf1A_	280.68867	pdbblast
4717	528744	3	na	3.016942	msa
4718	528744	7	na	1.019001	msa
4719	528744	2	na	0	artificial
4720	528744	8	na	1.012845	msa
4721	528744	4	na	0	artificial
4722	528744	1	na	1.004848	msa
4723	528744	5	1nf1A_	280.68867	pdbblast
4724	530305	2	1ezvH_	276	pdbblast
4725	530305	1	na	0	artificial
4726	533520	1	na	0	artificial
4727	533973	1	PF01592	78.013228	pfam
4728	530306	2	1a0aA_	273.68867	pdbblast
4729	530306	1	na	0	artificial
4730	528745	1	na	0	artificial
4731	528745	2	na	1.002911	msa
4732	533522	1	1lljA_	53.522879	pdbblast
4733	530307	1	na	0	artificial
4734	532530	1	PF03297	64.60206	pfam
4735	533523	2	na	0	artificial
4736	533523	1	1cynA_	161.522879	pdbblast
4737	533975	1	na	0	artificial
4738	532531	1	na	0	artificial
4739	533524	3	na	2.080988	msa
4740	533524	2	2ffhA_	2.09691	pdbblast
4741	533524	1	na	0	artificial
4742	533976	2	1gg2B_	44.522879	pdbblast
4743	533976	1	na	0	artificial
4744	533525	1	na	11.032959	msa
4745	533525	2	na	0	artificial
4746	533977	2	1gg2B_	68.69897	pdbblast
4747	533977	1	na	0	artificial
4748	528749	2	1e3jA_	291.917458	pdbblast
4749	528749	1	1e3jA_	291.917458	pdbblast
4750	533528	1	1fjmA_	795.218487	pdbblast
4751	533322	1	1gttA_	167.770868	pdbblast
4752	528717	1	na	0	artificial
4753	532534	1	na	8.247998	msa
4754	532534	2	na	0	artificial
4755	532534	3	na	2.144992	msa
4756	528720	1	na	0	artificial
4757	530312	1	na	0	artificial
4758	533529	2	1k0eA_	481.457575	pdbblast
4759	533529	1	1qdlB_	257.855515	pdbblast
4760	530312	2	na	9.022918	msa
4761	530312	3	na	0	artificial
4762	530312	4	na	1.015985	msa
4763	530312	5	na	4.017997	msa
4764	533319	1	na	0	artificial
4765	532543	1	na	0	artificial
4766	528750	2	1fjgI_	264.70927	pdbblast
4767	528750	1	na	0	artificial
4768	533532	2	1k8kD_	504.228787	pdbblast
4769	533532	1	1k8kD_	504.228787	pdbblast
4770	533318	1	na	0	artificial
4771	530313	2	1exkA_	14.522879	pdbblast
4772	532544	3	1qgkA_	1397	pdbblast
4773	532544	2	1qgkA_	1397	pdbblast
4774	532544	4	1qgkA_	1397	pdbblast
4775	532544	1	1qgkA_	1397	pdbblast
4776	532544	5	1qgkA_	1397	pdbblast
4777	530313	1	1bq0__	53.144602	pdbblast
4778	528751	1	na	11.026988	msa
4779	533533	1	1l1uL_	326.522879	pdbblast
4780	528751	2	na	0	artificial
4781	530314	1	na	0	artificial
4782	532545	1	1is2A	7.76	orfeus
4783	533534	1	1fjgS_	135.9897	pdbblast
4784	530315	1	na	0	artificial
4785	533535	3	1hv8A_	395.9897	pdbblast
4786	533535	2	1hv8A_	395.9897	pdbblast
4787	533535	1	na	4.581996	msa
4788	532554	6	na	0	artificial
4789	532554	3	PF00439	23.920819	pfam
4790	532554	2	na	0	artificial
4791	532554	4	PF01426	40.721246	pfam
4792	532554	1	1e6iA_	60.67837	pdbblast
4793	532554	5	na	3.04098	msa
4794	528752	2	na	0	artificial
4795	528752	1	1iu4A	7.7	orfeus
4796	533314	2	1agx__	139.218487	pdbblast
4797	533314	1	1agx__	139.218487	pdbblast
4798	532553	1	na	0	artificial
4799	533536	1	na	0	artificial
4800	528753	2	1llgA_	522	pdbblast
4801	533536	2	na	1.002914	msa
4802	533536	3	na	0	artificial
4803	528753	1	1llgA_	522	pdbblast
4804	530316	2	1cg2A_	39.522879	pdbblast
4805	530316	1	1cg2A_	39.522879	pdbblast
4806	533313	1	na	0	artificial
4807	533537	1	na	0	artificial
4808	530317	1	na	0	artificial
4809	530317	2	PF00153	22.508638	pfam
4810	532549	1	na	1.002884	msa
4811	532549	2	na	0	artificial
4812	528755	2	1f37A_	3	pdbblast
4813	533539	1	na	0	artificial
4814	533312	1	na	0	artificial
4815	528755	1	na	1.019949	msa
4816	530318	1	na	0	artificial
4817	532548	1	1f89A_	1776.39794	pdbblast
4818	533542	1	na	0	artificial
4819	533311	1	na	0	artificial
4820	532551	1	1f05A_	1155	pdbblast
4821	528760	1	na	0	artificial
4822	528760	2	na	16.253995	msa
4823	528760	3	na	0	artificial
4824	533310	2	1jfaA	7.18	orfeus
4825	533310	1	na	0	artificial
4826	533543	1	PF03966	3.376751	pfam
4827	530320	1	na	0	artificial
4828	530320	2	na	1.002966	msa
4829	530320	3	na	0	artificial
4830	530320	4	PF02582	148.091515	pfam
4831	533309	1	PF01428	19.657577	pfam
4832	533309	2	na	0	artificial
4833	532573	3	1f2iG_	9.30103	pdbblast
4834	533544	3	1fotA_	712.0103	pdbblast
4835	532573	2	1a1fA_	50.626727	pdbblast
4836	533544	2	na	0	artificial
4837	532573	4	na	8.965996	msa
4838	532573	1	1tf3A_	5.522879	pdbblast
4839	533544	4	1fotA_	712.0103	pdbblast
4840	533544	1	1k83A	14.24	orfeus
4841	533544	5	na	0	artificial
4842	533307	1	na	0	artificial
4843	532569	6	PF00780	104.552842	pfam
4844	532569	3	na	0	artificial
4845	532569	2	1m2vB	12.45	orfeus
4846	532569	4	1ki1B_	197.9897	pdbblast
4847	532569	1	1ldvA	12.41	orfeus
4848	532569	5	1ki1B_	197.9897	pdbblast
4849	528763	1	1i01A_	159.67837	pdbblast
4850	533545	1	PF03381	197.244125	pfam
4851	532567	3	1hpm__	1885.228787	pdbblast
4852	532567	2	1hpm__	1885.228787	pdbblast
4853	530325	2	1ig8A_	11000	pdbblast
4854	532567	4	1bpr__	479.383689	pdbblast
4855	530325	1	1ig8A_	11000	pdbblast
4856	532567	1	1hpm__	1885.228787	pdbblast
4857	528768	1	na	0	artificial
4858	530326	1	na	0	artificial
4859	532566	1	PF00646	5.180456	pfam
4860	532566	2	na	0	artificial
4861	533546	1	na	0	artificial
4862	533304	1	na	0	artificial
4863	528769	1	1rrf__	641.751666	pdbblast
4864	530328	1	na	0	artificial
4865	532565	2	1k5xH_	720.70927	pdbblast
4866	532565	1	1k5xH_	720.70927	pdbblast
4867	533548	2	1m2vB	14.63	orfeus
4868	533548	1	1gy7A_	9.522879	pdbblast
4869	528770	1	na	0	artificial
4870	533303	1	1jgsA	1.55	pcons
4871	530329	1	na	0	artificial
4872	533300	1	na	0	artificial
4873	532564	1	na	0	artificial
4874	533698	1	na	0	artificial
4875	533698	2	PF01566	245.60206	pfam
4876	533698	3	na	0	artificial
4877	533856	2	1ex2A_	198.917458	pdbblast
4878	532563	1	na	0	artificial
4879	533856	1	1ex2A_	198.917458	pdbblast
4880	529529	3	na	0	artificial
4881	529529	2	1kbpA_	45.154902	pdbblast
4882	529529	1	1kbpA_	45.154902	pdbblast
4883	528772	1	na	0	artificial
4884	533863	1	na	0	artificial
4885	533863	2	na	1.004994	msa
4886	532562	1	1jhb__	27.09691	pdbblast
4887	528773	1	na	0	artificial
4888	528773	2	na	1.005937	msa
4889	530441	3	1wq1G	7.22	orfeus
4890	530441	2	na	0	artificial
4891	530441	4	1wq1G	7.22	orfeus
4892	530441	1	1tafB_	79.221849	pdbblast
4893	533878	2	1grnB_	175.679424	pdbblast
4894	533878	1	1grnB_	175.679424	pdbblast
4895	533878	3	na	0	artificial
4896	535449	3	na	0	artificial
4897	535449	2	1f3mA_	13.69897	pdbblast
4898	535449	4	1f3mC_	480.457575	pdbblast
4899	535449	1	1b0xA	9.89	orfeus
4900	535449	5	1f3mC_	480.457575	pdbblast
4901	533552	3	na	0	artificial
4902	533552	2	1lviA_	7.39794	pdbblast
4903	533552	1	na	2.615995	msa
4904	528778	1	na	0	artificial
4905	529355	1	na	0	artificial
4906	532557	3	na	0	artificial
4907	532557	2	1i84S_	2.69897	pdbblast
4908	532557	1	na	0	artificial
4909	533859	1	na	0	artificial
4910	528779	1	na	0	artificial
4911	529356	1	na	0	artificial
4912	529356	2	PF03770	23.040959	pfam
4913	529356	3	na	0	artificial
4914	533553	1	na	8.509997	msa
4915	532556	3	1f1oA_	519.228787	pdbblast
4916	533553	2	na	0	artificial
4917	528780	1	1erjA_	209.927757	pdbblast
4918	533553	3	na	10.526994	msa
4919	532556	2	1f1oA_	519.228787	pdbblast
4920	532556	1	1f1oA_	519.228787	pdbblast
4921	533877	2	1h6hA_	15.221849	pdbblast
4922	533877	1	na	0	artificial
4923	533877	3	1i84S_	2.221849	pdbblast
4924	533877	4	na	0	artificial
4925	529357	3	na	1.122982	msa
4926	529357	2	1k30A_	2.221849	pdbblast
4927	529357	1	na	0	artificial
4928	533555	1	1qj3A_	1256	pdbblast
4929	528781	1	1a50A	8.63	orfeus
4930	532558	3	1kbpA_	68.69897	pdbblast
4931	532558	2	1kbpA_	68.69897	pdbblast
4932	532558	1	na	0	artificial
4933	533556	3	na	0	artificial
4934	533556	2	1ga8A	7.02	orfeus
4935	533556	1	na	0	artificial
4936	529358	1	PF01571	186.19382	pfam
4937	532560	1	na	0	artificial
4938	529359	1	1a7j__	31	pdbblast
